item_id,user_id,region,city,parent_category_name,category_name,param_1,param_2,param_3,title,description,price,item_seq_number,activation_date,user_type,image,image_top_1,deal_probability
1e80c80bde82,f0c2c34172fb,Ростовская область,Ростов-на-Дону,Личные вещи,Детская одежда и обувь,Для девочек,Верхняя одежда,134-140 см (8-10 лет),Пуховик для девочки. Очень теплый. На рост 140. Ид,Очень красивый и качественное зимнее  пальто,2000.0,1,2017-03-26,Private,4beb0ea889e4e01f66aa8c243171d2836ba206f7ad29e9e70800cdbe9e259a05,95.0,0.0
1e914e8b0a3f,f09de61e6a42,Омская область,Омск,Для дома и дачи,Бытовая техника,Для индивидуального ухода,Фены и приборы для укладки,,Щипцы для завивки волос,Все работает. Почти не пользовались,400.0,8,2017-03-19,Private,e446e4239f93a71b646a7c0a7b0375deec722fddbde9d32c22981f129607c645,1921.0,0.0
1e9973edff18,30e59f52f6c9,Челябинская область,Челябинск,Для дома и дачи,Мебель и интерьер,Освещение,,,Люстра,Продам люстру в рабочем состоянии,2500.0,23,2017-03-21,Company,c316e86aa39a4611fc57bdeb1263d54928531b30481086bdd42b138cc48d07d1,1191.0,0.86521
1ea9d7ccbfd7,dd2789057d47,Челябинская область,Челябинск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Обувь,38,Балетки,В отличном состоянии) Смотрите профиль:),300.0,141,2017-03-17,Private,59331e0d08dd7887e13d127f8cbabb8111dad8e030d8d75782b2d16b9c2f897d,445.0,0.0
1eae0efd6651,0fefe8425318,Новосибирская область,Новосибирск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,44–46 (M),Полосатое платье,Глория,200.0,16,2017-03-26,Private,a96dd5551edd716e43287d44b5e69f0013610ba5e7cc21b61a761ddf69f6363b,572.0,0.0
1ebb8a27fabf,f3c3d3e3c16f,Самарская область,Самара,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,Без размера,Новая игривая юбка с воланами,"новая игривая юбка с воланами, размер 40-42-44, единый. Материал: двунитка. Длина: 35,5 см. В наличии много новой женской и детской одежды, район поляны Фрунзе. Пришлите адрес вашей электронной почты, и я отправлю полный каталог",750.0,4800,2017-03-23,Company,d97658264299c78a73b648d53be9a508ce02247911fc01e7914968a19f485579,378.0,0.0
1edb77aec823,aee122baaa76,Новосибирская область,Новосибирск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,> 50 (XXL),Куртка кожаная женская,"Продам кожаную куртку, фирма ISNOVA,  в очень хорошем состоянии. Воротник стоечка, отделан норкой. Цвет черный. Размер - 58. Длина рукава - 58 см., длина изделия  - 90 см. Смотреть в Дзержинском районе, ул. Республиканская.",3000.0,23,2017-03-22,Private,185cb2316c033439e549dbe2e90f240c9c62f91c25e703e2a550ccf9261801f1,655.0,0.80323
1f1e62717106,9ed507e5438e,Иркутская область,Братск,Личные вещи,Детская одежда и обувь,Для мальчиков,Верхняя одежда,74-80 см (7-12 мес),Комбинезон для мальчика,,1000.0,3,2017-03-20,Private,ddbe42cde2abe1e4486bc27c69dd4b7f71c77ab86083668e79a6098314779811,51.0,0.0
1f2f2374d736,10e67d56f8a4,Ростовская область,Ростов-на-Дону,Бытовая электроника,Планшеты и электронные книги,Аксессуары,Модемы и роутеры,,4G роутер теле2,,2500.0,4,2017-03-15,Private,baf7f3aff84bd47caf6a518d6d15fad43a16cc423281d20b8b5e511c5a10a63b,2908.0,0.0
1f42f7f3a17f,9aca032ad4b6,Омская область,Омск,Личные вещи,"Одежда, обувь, аксессуары",Аксессуары,,,Сумка,"Сумка экокожа, в отличном состоянии, без потертостей. Возможен небольшой торг",1000.0,420,2017-03-19,Company,07a30faf11bc9052125d0cb0ad2c65dbc5851d8e1d5fedcf680288d8fdf34f3c,286.0,0.0
1f4afc7b8291,39c7f3ce9cdc,Ярославская область,Ярославль,Хобби и отдых,Книги и журналы,Книги,,,Толковый словарь,Толковый словарь русского языка. В четырех тома,1500.0,186,2017-03-18,Company,9282ce561d04ff3189cbbf2f8711fa1f89f4959f2efd038dd121b8cb1c2e3876,2286.0,0.0
1f4e7c66185a,e8689e4291d0,Омская область,Омск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,> 50 (XXL),Шуба из нутрии.Новая.Идеальное состояние,Шуба из нутрии . Состояние идеальное. Р 60-62. Рост 175. Цвет черный. Примерка по адресу 4я челюскинцев 115. Все вопросы по телефону.,12000.0,4,2017-03-15,Private,e1e4de2003c5776e7423448042c9aedb3d3de2e9d7a41ad9772e747f60efb901,522.0,0.0
1f5130d2f103,46950cfb30d7,Иркутская область,Иркутск,Для дома и дачи,Ремонт и строительство,Инструменты,,,Маска сварная Хамелеон,,500.0,146,2017-03-20,Private,981eda6dd1dc636e86810982028a1111b6f4b5a766491b15126ded2299a52ff0,1219.0,0.86521
1f60a8763eba,7f4f21369f1c,Новосибирская область,Новосибирск,Бытовая электроника,Телефоны,iPhone,,,Apple iPhone 4 8гб,"состояние телефона на 5, можно обмен на самсунг",,2,2017-03-26,Private,,,0.07776
1f72ec3a4de4,ccf20d8e25bc,Нижегородская область,Арзамас,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,40–42 (XS),Бордовое платье,Продам новое бордовое платье 42 размера,1000.0,45,2017-03-26,Company,74d7213ed1cb4fd0d83410a997efec76397f76b60f2005005910cbbd6bed8682,564.0,0.0
1f93445dca4f,97f2fb36e769,Свердловская область,Екатеринбург,Личные вещи,Товары для детей и игрушки,Детские коляски,,,Коляска трость Silver Cross Zest,Детская  прогулочная коляска с 6 месяцев в отличном состоянии премиум. Вес 7 кг складываеться в два раза .,5000.0,10,2017-03-15,Private,7cc140e1631c79417d2a784f03a3d8d6389c182f7e0375d841ad7b1621535f92,1002.0,0.0
1f9ac24fa2d6,628c3f7f93ad,Воронежская область,Воронеж,Недвижимость,"Дома, дачи, коттеджи",Продам,Дом,,Дом 66 м² на участке 19 сот.,"Продается дом на участке 19 соток в с. латное, семилукский р-он. 15 км от воронежа. дом деревянный. в доме 3 жилые комнаты, кухня, просторный холл (11 м2) , кладовая, две веранды (большая 14,6 м2 использовалась как летняя столовая). в доме недавно сделан косметический ремонт: поклеяны обои , постелен линолеум. в дом проведен свет, газовое отопление, установлен кондиционер (оставим), проведен телефон, по улице центральный водопровод. во дворе имеются надворные постройки (см. план участка), колодец с питьевой водой диаметром 1м, на участке плодоносящий сад. во дворе система освещения с датчиками движения (фонари включаются автоматически при движении).за усадьбой большой луг с небольшой речкой. рядом с домом проходит асфальтная дорога в отличном состоянии. 5 мин до остановки автобуса (300м до остановки, маршрутки ходят до семилук каждые 30 мин, воронежа - 60 мин). в селе протекает река ведуга с чистым пляжем, есть магазины, школа. ждем на просмотр. реальному покупателю торг на месте",1000000.0,29,2017-03-22,Private,,,0.1776
1fa1f67011fc,dea96b4adf87,Нижегородская область,Выкса,Личные вещи,"Одежда, обувь, аксессуары",Аксессуары,,,Вязанная шапка труба,"очень стильная вещь,тёплая,можно и на зиму и весну,носиться как шапка и как шарф,безразмерная",400.0,10,2017-03-28,Private,ddc906830c5502b7b7b2cad649bac611bf8d81598ab0ef5539f0ccea85b41136,2042.0,0.0
1fb922f66a4f,d93308a8aa70,Краснодарский край,Сочи,Недвижимость,"Дома, дачи, коттеджи",Продам,Коттедж,,Коттедж 450 м² на участке 10 сот.,"Просторный и основательный Дом с прекрасным видом на горы! /
Когда я поехала делать съемку этого дома, была по-началу в недоумении, что так далеко и высоко, однако, приехав и увидев красоту природы, просторы и основательность дома и построек, поняла, что Да!!! Я буду его продавать и рекламировать, потому что я сама хотела бы жить в таком доме! Уникальное предложение. Писать можно много и красиво о поселке Мацеста, где построен этот дом. Высокие стандарты качества постройки, панорамные окна, бассейн, гостевой дом и гараж на две машины. В этом просторном и основательном доме Вы можете посидеть на веранде, пригласить друзей на ужин возле бассейна. Это мир для тех , кто хочет на время  забыть о суете и обеспечить уют своей семье и всего в 6 км. от центра Сочи. Звоните, пишите, все расскажу и покажу!",25000000.0,49571,2017-03-17,Company,4d611f337094ae530fddf56eb82076ce4335c9cc2cb1c85b8b5558f91d0c9211,1296.0,0.05219
1fbc0fe7bb37,05359fc7fd6f,Самарская область,Самара,Для дома и дачи,Посуда и товары для кухни,Посуда,,,"Рюмки, 5 шт",,150.0,16,2017-03-20,Private,693a16754d61302f3564b2247e60b5406b2f8df11578d4d65694c493c05cebc6,1623.0,0.0
1fd4d91fef90,84c5452c69cf,Кемеровская область,Ленинск-Кузнецкий,Животные,Товары для животных,,,,Комбинезон-шубка +шапочка,В спинке 23 см,1200.0,8,2017-03-26,Private,32cf6a658115a028c4c0a6244f5c46bb38e4a2b4bcc5383bccb9615f51e58057,2130.0,0.0
1fdc1f516d1c,be4f56c894c5,Удмуртия,Ижевск,Для дома и дачи,Мебель и интерьер,Текстиль и ковры,,,Ковер,в отличном состоянии с рельефным рисунком. 2*3,3500.0,208,2017-03-21,Company,ab7c8eff0ebeb25735304eedae5a662a9afc0ca2bf73a431ef03609b36530c5a,1417.0,0.25826
1fe3b0a81883,51d418fde12e,Волгоградская область,Волжский,Транспорт,Автомобили,С пробегом,ГАЗ,24 Волга,"ГАЗ 24 Волга, 1975","Продам Волгу, в приличном состоянии. По двигателю: Д24, давление масла отличное, новый трамблер, новый генератор, хороший аккумулятор, обслужен. Коробка 5-ти ступка, 4-х ступку отдам. Тормозной гвут от бмв, новые барабаны и колодки, старую систему отдам. Новые рессоры, одна стоит, вторую отдам,надо поменять. Салон в процессе, но хорошо подготовлен, ковер уложен.. Есть салон, надо поставить, отдам с машиной. Резина летняя почти новая, зимняя 5 шиповок почти новые, запаска ни разу не ставилась. Делал для себя. Помяты две двери, подскажу где купить, недорого, в Волгограде. Фото позже выложу.",48000.0,58,2017-03-22,Private,d27c41ef081413854575510b5a2a92ef0cdb19334eebaf1ae38e4ab58d332cc4,2264.0,0.0
1fe6718f9e9f,296722c51d62,Самарская область,Тольятти,Для дома и дачи,Ремонт и строительство,Стройматериалы,,,Плиточный клей Unis,"3,5 мешка по 25кг. Остался после ремонта. Самовывоз",500.0,1,2017-03-16,Private,,,0.10794000000000001
2010f47da52a,ba29ccd1fa76,Тюменская область,Тюмень,Личные вещи,Детская одежда и обувь,Для девочек,Верхняя одежда,98-104 см (2-4 года),Демисезонный комплект lassie by reima,"Состояние хорошее (чуть-чуть потерты колени). Размер 98см. Теплый, не продуваемый, хорошо отстирывается!",2000.0,11,2017-03-17,Private,a3b60befd82587418a469a4aca647adc9f13447a3069af0dce0a278054411a07,98.0,0.0
2018b6ed9222,7356d9d38733,Ставропольский край,Ставрополь,Для дома и дачи,Мебель и интерьер,Столы и стулья,,,Продам стулья,Продам стулья б/у. Стулья в рабочем состоянии не половины. Коричневых 4 стула а серых 3 стула. Цена за стул 300 руб.,,39,2017-03-22,Private,73685f7ee9c41e9f9a73151c924043b50e4b1f2bfedcece18f9098b1394523ec,1537.0,0.38925
203936129fd0,e78381f01ea0,Краснодарский край,Краснодар,Личные вещи,Детская одежда и обувь,Для девочек,Комбинезоны и боди,62-68 см (2-6 мес),Комбинезон Carters,"Комбинезон Carters оригинал, абсолютно новый с этикеткой.",1200.0,111,2017-03-17,Private,e66d57a2d43931bce3ef7fa7b340b6d7a6ee99d6d02ee110775058627bc07a9a,84.0,0.0
204aff14c22e,4b1e803df7eb,Саратовская область,Саратов,Личные вещи,Детская одежда и обувь,Для мальчиков,Брюки,110-116 см (4-6 лет),Джинсы летние,"В отличном состоянии. Ткань очень тонкая, на лето.",200.0,129,2017-03-16,Company,02c1b93526ad16f865afdf0105a280d41c621acc61c8bfbdb045f2d80028f856,658.0,0.80323
208eb5712a7e,c308a2417a65,Алтайский край,Барнаул,Бытовая электроника,Товары для компьютера,Сетевое оборудование,,,Коммутатор TP-link TL-S1005d,"5 портов, 10/100 Mbit eth. Новый, не использовался.",300.0,3,2017-03-22,Private,4f4ef979ece99e2a759b895fb980fd5b923ae50be5cc981362e0939f65d21657,3025.0,0.0
2093d562ae8a,ca431d025a50,Волгоградская область,Волгоград,Для дома и дачи,Растения,,,,Сансевиерии цилиндрические,"Необычные цилиндрические сансевиерии нескольких видов. Не прихотливые в уходе. Интересно смотрятся в интерьере./
Фото 1 - Canaliculata dwarf - 200/
Фото 2,3,4 - Sulcata Bacularis - за одну деленку - 200, с деткой - 300/
Фото 5 - Sky line - 200/
Забираете все сансевиерии сразу отдам за 1000./
Так же в теплое время года есть возможность отправить почтой.",200.0,221,2017-03-21,Private,0d1a8f6e81888909dcb28b3e450299cbb8a9fc246463eb57e83c32d805a246a1,1739.0,0.0
209a19488c92,eb4297651b25,Свердловская область,Нижний Тагил,Для дома и дачи,Мебель и интерьер,"Предметы интерьера, искусство",,,Зеркало,Центр,150.0,473,2017-03-17,Company,1e7b3395f7d7cd4ad0a68adc53a4c209b59c2a30c7ac05b70ed1e3b8b86361b2,1403.0,0.17957
20a9e67d4074,c890000ee96a,Челябинская область,Челябинск,Для дома и дачи,Продукты питания,,,,Еткульский настоящий мёд,"Еткульский мёд луговой, настоящий-без разбавления продам фасовкой по 600гр. Мёд отличается по вкусу от сахарных подделок, столь многочисленных в наше время. На таре- координаты пасечника, что является гарантией оригинальности мёда. Собран в 2016 году на разнотравье Челябинской области- экологически чистое место.",380.0,32,2017-03-26,Company,999b7e625e2283b520d804683e1bf7e45662730a948dd5ca7b904593d26343a2,760.0,0.0
20ac693c62e8,7b558b671510,Пермский край,Кондратово,Животные,Аквариум,,,,Компрессор Ehiem 400,"Продам компрессор , использовался недолго . В рабочем состоянии . /
Звонить с 10-20",1800.0,45,2017-03-18,Company,6a2bbd298c7936ef0b0958482ff37293af0c945ceb2beb186c2b942ed790a7d8,2013.0,0.0
20d0a2402195,c3955a030be5,Новосибирская область,Новосибирск,Услуги,Предложение услуг,"Ремонт, строительство",Ремонт ванной,,Ванная вашей мечты за 16 дней!,Ремонт ванной и сан-узла в короткие сроки! Все подробности по телефону!,1.0,10,2017-03-19,Company,,,0.0
20f734ca5c00,c57a19ade606,Удмуртия,Ижевск,Недвижимость,Квартиры,Продам,2,Новостройка,"2-к квартира, 50 м², 7/10 эт.","Новый дом, никто не жил, этаж 7/
Отделка от застройщика/
Установлены счётчики на газ, воду и электричество /
Есть регуляторы температуры на батареях /
Лоджия 3 метра в общую площадь не входит /
Шикарная планировка/
Развитый район /
Школа и садик рядом",2290000.0,186,2017-03-26,Company,440165ae1ff9c60117bfb212979adef5f25298fc1f7990f31a4d0acf5e3d8e55,2217.0,0.69328
2100afbcf61a,25db3ffd8750,Кемеровская область,Кемерово,Для бизнеса,Оборудование для бизнеса,Для салона красоты,,,Кушетка для косметологических услуг и массажа б/у,"Продам кушетку для косметологических услуг и массажа. /
Использовалась 3 месяца.",3500.0,38,2017-03-16,Company,e78ec98a5b23648e257972ca1548d107288caeae989e3b916bc61a0f00d4e4c5,724.0,0.7891199999999999
2106af88bb6f,497b3c9f80ed,Нижегородская область,Ветлуга,Животные,Товары для животных,,,,Медогонка,,7000.0,6,2017-03-23,Private,,,0.20864000000000002
2114062a821f,c3963bdca956,Татарстан,Нижнекамск,Личные вещи,Товары для детей и игрушки,Велосипеды и самокаты,,,Велосипед,Почти новый. Купили прокатилась раза 2 только. По семейным обстоятельствам нужны деньги.,7000.0,117,2017-03-20,Private,b9418b81756b78ca25bb3850eb0f0c63064006f80fc5dd4487837c52eb07a030,2368.0,0.39373
211ac8af14a6,3ac50b351c86,Челябинская область,Челябинск,Услуги,Предложение услуг,"Красота, здоровье",,,Парикмахерские услуги,"Приглашаем моделей на мужские и женские стрижки 24, 25 марта в школу—студию Л.А.Мурашовой . Все работы проводятся под руководством профессионала ! Приходите и вы останетесь довольны ! Комсомольский проспект — 99 . Запись по телефону .",200.0,16,2017-03-21,Private,358deb4de18d47511256e196c962bb3d54da36b8a06604ee0c61f3b385402106,680.0,0.2
211cffb4b81d,237e2ab1e41f,Владимирская область,Владимир,Хобби и отдых,Коллекционирование,Монеты,,,От Иркутской до Ленинградской - регионы. Альбомы,"В наличии юбилейные десятирублёвки России  - /
области, края, республики и округа./
Монеты в хорошем состоянии, много - мешковых :/
Амурская - 30/
Иркутская - 30/
Белгородская - 30 /
 Челябинская - 30/
 Тюменская - 30 /
 Cаратовская - 30 /
 Пензенская - 30 /
 Осетия - 30 /
 Ингушетия - 30/
 Дагестан - 30 /
 Бурятия - 35/
 Воронежская - 35/
 Архангельская - 40 руб/
 Хакасия - 40/
Ленинградская - 30/
Тверская - 30/
Орловская - 30/
Краснодарский - 30/
Татарстан - 30/
Москва - 35/
Приморский - 30/
Сахалинская - 30/
Саха - Як - 30/
Читинская - 30/
Алтай - 30/
Башкирия - 30/
Ростовская - 30/
Новосибирская - 30/
Липецкая - 30/
Коми - 35/
Кировская - 35/
При покупке полного комплекта регионов, /
представленных в списке, цена за монету - 25 руб./
В наличии также - все 7 регионов на два двора./
Есть альбомы под БИМ - десятки на 1 и 2 двора.",25.0,32,2017-03-18,Company,b19e81f4be0a5a9527abf1e4bdd2e524fbf9368cc593a0b0e375d04ac664f60f,2418.0,0.0
21208d38b616,c2d3bdae489f,Татарстан,Казань,Для дома и дачи,Ремонт и строительство,Двери,,,Дверь металлическая,"Дверь ,коробка и замок с 1 ключом",2500.0,38,2017-03-24,Company,6fde612f036a6fad24725ed1b60d96f40897aa561ed9f41c5366aca33fd7705c,1377.0,0.0
2121d5a5438a,356df36fe0b3,Новосибирская область,Новосибирск,Личные вещи,Детская одежда и обувь,Для девочек,Платья и юбки,86-92 см (1-2 года),Платье для девочки next,"На фото дочке ровно год, закончили носить в 1,10",600.0,87,2017-03-18,Private,3b90aa1ff92dd860ee7537c9b90f8fc86778a222e9d399f3a68208cba59429fa,1015.0,0.0
2123dd46c560,9ecda4f9c773,Челябинская область,Челябинск,Личные вещи,Детская одежда и обувь,Для мальчиков,Обувь,29,Кроссовки adidas р 29,Кроссовки натуральные р 29 в хорошем состоянии,1000.0,8,2017-03-21,Private,c49dcbc67bfb519482b4081cda9485c614f40d80c8b90fb5efec2a4fed734776,45.0,0.0
21423c9289ac,5f6a233dcbd8,Красноярский край,Красноярск,Личные вещи,Детская одежда и обувь,Для мальчиков,Брюки,146-152 см (10-12 лет),Шорты джинсовые grtd Jeans 27 р-р новые,"джинсовые шорты св.серого цвета (как на фото)/
мягкий и эластичный деним/
замеры:/
в поясе - 34/
в бедрах - 42/
высота посадки (спереди/сзади) - 23/34/
длина изделия (шаговый шов/боковой) - 35/58/
ширина низа - 17",600.0,52,2017-03-22,Company,514d5629c2063f93ff40dbab6f00f4c0b7bf0e251df634d7295426dead535b9d,586.0,0.0
214df9ba7e56,9712db911db4,Башкортостан,Салават,Личные вещи,Детская одежда и обувь,Для мальчиков,Трикотаж,110-116 см (4-6 лет),Толстовки на 4-6 лет,,300.0,5,2017-03-19,Private,f8781566d64d9262d6478fc92bfa911c351e64de83bfcbbc88224d601fd731f3,61.0,0.0
216303bf6cd8,eccaacff3d1a,Пермский край,Пермь,Личные вещи,"Одежда, обувь, аксессуары",Аксессуары,,,Солнцезащитные очки,Солнцезащитные очки в ретро стиле.,350.0,7,2017-03-28,Private,8ef3d34a12550439969d6e054680735598b716d1000877fba493b440214b12d9,202.0,0.13011
217824e8e4b7,9a32f9f40e3a,Омская область,Омск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Пиджаки и костюмы,40–42 (XS),Пиджак,"Пиджак в идеальном состоянии, одет один раз, 42 размер/
продаю потому что стал маленький",500.0,41,2017-03-24,Private,32e5c8990719ce8987540242efee0c4e9fa9552720901ad8e0c468f53563a63b,562.0,0.0
2188a12967e8,e6b8732e5650,Татарстан,Нижнекамск,Для дома и дачи,Мебель и интерьер,Освещение,,,Декоративный светильник с реостатом,пользовались очень мало.,1000.0,17,2017-03-19,Company,0983fa889c0920ac5006acb690698649e21104af94b1b0a9a76e5e14459ae823,1590.0,0.26127
21af089014a2,e2c1f926092e,Ростовская область,Ростов-на-Дону,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,42–44 (S),Платье mango,"Надевалось 1 раз, состояние новое./
Длина 84см, ширина 45см. Плотный трикотаж, есть скрытые карманы",500.0,40,2017-03-15,Private,db202af4dec2abc652aec58ec57c6b5925e67e399d317c7720641498e036a0ce,572.0,0.0
21b0879d44b9,0192ddfc6c50,Омская область,Омск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,42–44 (S),Платье,,500.0,1,2017-03-19,Private,a362839b8c458ae7e43a1381432867e45345651855099a2215692be2cb29c279,399.0,0.0
21c491196d05,4a0b0c4882f0,Тюменская область,Тюмень,Личные вещи,Детская одежда и обувь,Для девочек,Платья и юбки,122-128 см (6-8 лет),Платьe новоe,"Платьe имитация жаккард, очeнь красивоe,состав хлопок 100%, подклад хлопок 100%",1000.0,57,2017-03-27,Private,a20805c1d80b6112273537b8897af57da06217deb45408949b72e9df8bce7e0b,82.0,0.0
21c4c31cbde6,0704cea4742b,Алтайский край,Барнаул,Хобби и отдых,Спорт и отдых,Ролики и скейтбординг,,,Продам роликовые коньки,"Коньки роликовые, размер 33-36. Не много б/у, в хорошем состоянии.",1000.0,39,2017-03-17,Company,f5f547fc379e29e68942c725ebeb0e10e8ec383d8ee5c44548d77d2cb5a9b386,2653.0,0.0
21ce3f36f8d8,96fe32e6287c,Татарстан,Альметьевск,Бытовая электроника,Товары для компьютера,Мониторы,,,Монитор,,500.0,34,2017-03-21,Private,15692d311584993cc47d4fb53ed99e0dc3c32aee35f30810495dc1e9b06655a0,2842.0,0.43177
21e9109cea45,eee3a4a28419,Пермский край,Пермь,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Обувь,37,Полу ботинки,"Ботинки новые в упаковке размер 38 маломеры на 37 , и размер 37 маломеры на 36 !! В наличии 2 пары",700.0,196,2017-03-21,Private,04d43c1e4259fcbc5a1e0e1e6b211e976bc6c7986290ad9684cb7e631cbe5cc6,421.0,0.29886
21ee37e32e0a,da3d52c15610,Калининградская область,Калининград,Бытовая электроника,Ноутбуки,,,,"Ноутбук Lenovo Yoga YG910-13IKB новый, гарантия","Ноутбук Lenovo 13,3"" UHD (YG910-13IKB)/
 /
процессор I7-7500U/
 /
оперативная память 16GB/
 /
жесткий диск 1000GB/
 /
BT /Wi-Fi/
 /
Windows 10",122000.0,4765,2017-03-24,Company,1b8e36b48baf6be435ec633c483a2a71b4490354f845fc9a4af3c941b0f2ceb5,2964.0,0.0
21f288753f01,b67960efcce2,Ростовская область,Ростов-на-Дону,Для дома и дачи,Мебель и интерьер,Подставки и тумбы,,,Тумба,"Тумба (стекло, дерево, металл). Продаю тумбу, использовали под телевизор. Двери и полки стекло. Всё целое в отличном состоянии. Вместительная, удобная, на колёсиках - легко передвигается.",2000.0,15,2017-03-20,Private,4e35cc3c8ceb2e5ba11279327dbf604568b97109d356c1b9ad6cb84166720b96,1457.0,0.0
21f6bc191291,abcdd1ca1a5c,Самарская область,Самара,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Трикотаж,48–50 (XL),Свитер art.17mar/5061,"Свитер art.17mar/5061/
                                            -   /
РАСПРОДАЖА!!     АКЦИИ!!!!     СКИДКИ!!!!/
/
Нахожусь: ул.Cоветская, 8  /
/
СеКоНд  ХеНд из  ЕВРОПЫ/
 /
* получить КАТАЛОГ товаров - нажмите  ""написать сообщение""",50.0,21170,2017-03-17,Company,d7d52232a56484b99c1da28294c8c8b26ea3776725cb522c8290865eca40082d,574.0,0.0
21f705efd84f,cfdd817a40a6,Иркутская область,Иркутск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,44–46 (M),Сарафан летний,,500.0,40,2017-03-20,Private,58a7ab91c5af51c860dd80dcd35f59b8d9c07050d3180c951f5540292b5c4012,398.0,0.0
22040ed0897e,21ec4a118aed,Кемеровская область,Новокузнецк,Бытовая электроника,Товары для компьютера,Комплектующие,Видеокарты,,Radeon HD 6670,"Частота ядра\памяти	800\4000 MHz/
Память 1GB GDDR5. Шина 128 bit.",2000.0,40,2017-03-20,Private,e0a581cdfa490e3318a610d2b84e57c5ad6cde0d6f1759e4ccc6c1eae521259b,2862.0,0.76786
220c26b22a82,d779d53538ea,Калининградская область,Калининград,Для дома и дачи,Мебель и интерьер,"Кровати, диваны и кресла",,,Наматрасник новый,продам новый жаккардовый наматрасник 140Х200,1000.0,18,2017-03-27,Private,,,0.0
22226612e10e,6f65277ff1e9,Свердловская область,Нижний Тагил,Для дома и дачи,Ремонт и строительство,Стройматериалы,,,Пропитка огнезащитная,ПРОПИТКА ОГНЕЗАЩИТНАЯ ПИРОПЛАСТ HW-100 5 ВЁДЕР ПО 25КГ,50000.0,9,2017-03-21,Company,6222774d16d9269464750dbf00df69bb0b8d38f03cd51116bc9e62793d01d1f7,1293.0,0.0
222efd0c0e87,a19b8a127ea8,Оренбургская область,Оренбург,Недвижимость,Квартиры,Сниму,На длительный срок,1,Сниму 1-к квартиру,Женщина снимет 1 или 2 квартиру на длительный срок.,,27,2017-03-25,Private,,,0.48978
2232916eca14,c4723507345b,Краснодарский край,Туапсе,Хобби и отдых,Охота и рыбалка,,,,Спининг арт 547188,"«Чтобы посмотреть весь ассортимент нашего магазина перейдите по ссылке в блоке справа ⇒⇒⇒⇒⇒⇒⇒⇒⇒⇒⇒⇒⇒⇒⇒⇒⇒⇒⇒⇒⇒⇒⇒⇒⇒⇒⇒⇒⇒ или нажмите на ссылку внизу в разделе «Другие объявления магазина» /
 /
У нас Вы найдете большой, постоянно пополняемый ассортимент б/у техники по умеренным ценам.  /
— Узнать подробную информацию по товару Вы сможете у специалистов ломбардных отделений. Всегда будем Вам рады в наших отделениях./
Наш адрес: г.Туапсе ,ул.Карла Маркса,19./
Режим работы: с 9.00-20.00",770.0,1188,2017-03-17,Shop,8b1f6dd93b19139a32c909c092f5c6a6da840366491974e0dcc66830f737045c,1513.0,0.0
223a02a4a8c0,c245cd893e69,Ставропольский край,Кисловодск,Личные вещи,"Одежда, обувь, аксессуары",Аксессуары,,,Запанки Чехия,,300.0,164,2017-03-25,Private,cb631305c093277864b3e51a5641c5c12514bac02570a253390bd041b9661d03,1374.0,0.0
224808504c4a,7467df93b498,Калининградская область,Калининград,Личные вещи,Детская одежда и обувь,Для мальчиков,Обувь,32,Кроссовки Адидас,"Продаются две пары кроссовок Адидас. Чёрные слегка утепленные, синие- летний вариант",650.0,25,2017-03-21,Private,b56e6a04229d859d957c7926e404bd84d261f8e51ab9c6bbce5fe6d06c559922,468.0,0.21009
2248ee967d01,7891d1618283,Калининградская область,Черняховск,Транспорт,Грузовики и спецтехника,Прицепы,,,Полуприцеп schmitz S01,"Шмитц 2003 года растаможен на область. Оси SAF, дисковые тормаза. Рассмотрим варианты обмена, аренды, рассрочки.",300000.0,80,2017-03-16,Company,58f4cebc85fd28f6d109b352cd2115a47a1350afa361a49cd212cbed2fe1892d,1080.0,0.0
